,index,power,Date.Time,Date,Time,year,month.April,month.August,month.December,month.February,month.January,month.July,month.June,month.March,month.May,month.November,month.October,month.September,day.of.week.Friday,day.of.week.Monday,day.of.week.Saturday,day.of.week.Sunday,day.of.week.Thursday,day.of.week.Tuesday,day.of.week.Wednesday,day.of.year,day.of.month,week,week.of.month,quarter.Q1,quarter.Q2,quarter.Q3,quarter.Q4,hour,Temperature,Dew.Point,Humidity,Speed,Gust,Pressure,Precip.Rate,Precip.Gauge,holiday.No,predict_pow,holiday.Yes,num.classes,num.students
17515,17516,296.93132019043,2016-05-01 00:00:00,2016-05-01,12:00 AM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,122,1,18,1,0,1,0,0,0,70.1,64.0,81,13,13,29.78,0.0,0.25,1,269.92230224609375,0,0,0
17516,17517,289.203793843587,2016-05-01 01:00:00,2016-05-01,01:00 AM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,122,1,18,1,0,1,0,0,1,69.3,63.9,83,5,11,29.79,0.0,0.0,1,271.8869323730469,0,0,0
17517,17518,283.32625579834,2016-05-01 02:00:00,2016-05-01,02:00 AM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,122,1,18,1,0,1,0,0,2,68.8,64.1,85,0,0,29.79,0.0,0.0,1,268.6700134277344,0,0,0
17518,17519,276.137896219889,2016-05-01 03:00:00,2016-05-01,03:00 AM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,122,1,18,1,0,1,0,0,3,68.6,64.6,87,2,3,29.77,0.0,0.0,1,271.67755126953125,0,0,0
17519,17520,276.23779042561796,2016-05-01 04:00:00,2016-05-01,04:00 AM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,122,1,18,1,0,1,0,0,4,68.3,64.0,86,1,5,29.78,0.0,0.0,1,266.9459533691406,0,0,0
17520,17521,264.61165364583303,2016-05-01 05:00:00,2016-05-01,05:00 AM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,122,1,18,1,0,1,0,0,5,68.4,64.1,86,3,7,29.79,0.0,0.0,1,268.2348327636719,0,0,0
17521,17522,261.644645690918,2016-05-01 06:00:00,2016-05-01,06:00 AM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,122,1,18,1,0,1,0,0,6,67.9,64.2,88,0,0,29.81,0.0,0.0,1,265.2821350097656,0,0,0
17522,17523,247.57211558024102,2016-05-01 07:00:00,2016-05-01,07:00 AM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,122,1,18,1,0,1,0,0,7,67.4,64.1,89,0,0,29.83,0.0,0.0,1,262.2413635253906,0,0,0
17523,17524,239.595354715983,2016-05-01 08:00:00,2016-05-01,08:00 AM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,122,1,18,1,0,1,0,0,8,68.6,65.6,90,0,0,29.84,0.0,0.0,1,259.0907897949219,0,0,0
17524,17525,236.846832275391,2016-05-01 09:00:00,2016-05-01,09:00 AM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,122,1,18,1,0,1,0,0,9,72.1,65.6,80,0,4,29.84,0.0,0.0,1,275.68890380859375,0,0,0
17525,17526,235.127550760905,2016-05-01 10:00:00,2016-05-01,10:00 AM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,122,1,18,1,0,1,0,0,10,76.0,66.3,72,0,0,29.84,0.0,0.0,1,273.6988525390625,0,0,0
17526,17527,249.590375264486,2016-05-01 11:00:00,2016-05-01,11:00 AM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,122,1,18,1,0,1,0,0,11,80.1,65.9,62,0,2,29.84,0.0,0.0,1,265.27581787109375,0,0,0
17527,17528,290.415613810221,2016-05-01 12:00:00,2016-05-01,12:00 PM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,122,1,18,1,0,1,0,0,12,81.8,65.1,57,0,5,29.84,0.0,0.0,1,261.83392333984375,0,0,0
17528,17529,251.160143534342,2016-05-01 13:00:00,2016-05-01,01:00 PM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,122,1,18,1,0,1,0,0,13,80.9,65.2,59,2,3,29.83,0.01,0.01,1,265.9184875488281,0,0,0
17529,17530,268.833607991536,2016-05-01 14:00:00,2016-05-01,02:00 PM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,122,1,18,1,0,1,0,0,14,76.3,67.8,75,0,0,29.84,0.4,0.4,1,271.9662780761719,0,0,0
17530,17531,286.220189412435,2016-05-01 15:00:00,2016-05-01,03:00 PM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,122,1,18,1,0,1,0,0,15,80.9,68.0,65,0,0,29.81,0.0,0.4,1,270.5830383300781,0,0,0
17531,17532,289.813140869141,2016-05-01 16:00:00,2016-05-01,04:00 PM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,122,1,18,1,0,1,0,0,16,83.4,67.1,58,0,0,29.8,0.0,0.4,1,262.2808532714844,0,0,0
17532,17533,294.915603637695,2016-05-01 17:00:00,2016-05-01,05:00 PM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,122,1,18,1,0,1,0,0,17,72.7,63.5,73,1,6,29.82,0.0,0.4,1,274.2172546386719,0,0,0
17533,17534,311.76261138916,2016-05-01 18:00:00,2016-05-01,06:00 PM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,122,1,18,1,0,1,0,0,18,72.1,62.6,72,0,3,29.82,0.0,0.4,1,273.43304443359375,0,0,0
17534,17535,325.34894307454397,2016-05-01 19:00:00,2016-05-01,07:00 PM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,122,1,18,1,0,1,0,0,19,74.0,63.2,69,0,0,29.83,0.0,0.4,1,289.7224426269531,0,0,0
17535,17536,323.099398295085,2016-05-01 20:00:00,2016-05-01,08:00 PM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,122,1,18,1,0,1,0,0,20,73.7,64.1,72,0,0,29.84,0.0,0.4,1,290.11566162109375,0,0,0
17536,17537,313.975514729818,2016-05-01 21:00:00,2016-05-01,09:00 PM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,122,1,18,1,0,1,0,0,21,73.2,65.6,77,0,4,29.85,0.0,0.4,1,290.748291015625,0,0,0
17537,17538,311.658788045247,2016-05-01 22:00:00,2016-05-01,10:00 PM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,122,1,18,1,0,1,0,0,22,71.1,64.3,79,0,0,29.83,0.0,0.4,1,288.93951416015625,0,0,0
17538,17539,307.87221018473304,2016-05-01 23:00:00,2016-05-01,11:00 PM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,122,1,18,1,0,1,0,0,23,70.9,62.6,75,3,5,29.81,0.0,0.4,1,290.14190673828125,0,0,0
17539,17540,297.477711995443,2016-05-02 00:00:00,2016-05-02,12:00 AM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,123,2,18,1,0,1,0,0,0,70.6,65.2,83,4,4,29.83,0.0,0.4,1,263.66302490234375,0,0,0
17540,17541,291.177998860677,2016-05-02 01:00:00,2016-05-02,01:00 AM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,123,2,18,1,0,1,0,0,1,69.9,65.5,86,0,1,29.83,0.0,0.4,1,268.1055908203125,0,0,0
17541,17542,285.94500223795603,2016-05-02 02:00:00,2016-05-02,02:00 AM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,123,2,18,1,0,1,0,0,2,69.8,65.1,85,0,0,29.82,0.0,0.0,1,266.1213684082031,0,0,0
17542,17543,276.434394836426,2016-05-02 03:00:00,2016-05-02,03:00 AM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,123,2,18,1,0,1,0,0,3,68.8,64.4,86,0,0,29.81,0.0,0.0,1,263.010498046875,0,0,0
17543,17544,279.60831451416,2016-05-02 04:00:00,2016-05-02,04:00 AM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,123,2,18,1,0,1,0,0,4,68.3,64.3,87,0,5,29.82,0.0,0.0,1,261.19976806640625,0,0,0
17544,17545,280.719367980957,2016-05-02 05:00:00,2016-05-02,05:00 AM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,123,2,18,1,0,1,0,0,5,69.3,63.6,82,0,0,29.82,0.0,0.0,1,262.24945068359375,0,0,0
17545,17546,274.560231526693,2016-05-02 06:00:00,2016-05-02,06:00 AM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,123,2,18,1,0,1,0,0,6,68.9,63.9,84,0,0,29.82,0.0,0.0,1,263.4370422363281,0,0,0
17546,17547,271.821375528971,2016-05-02 07:00:00,2016-05-02,07:00 AM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,123,2,18,1,0,1,0,0,7,68.6,64.2,86,0,0,29.83,0.0,0.0,1,265.82379150390625,0,0,0
17547,17548,270.142407735189,2016-05-02 08:00:00,2016-05-02,08:00 AM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,123,2,18,1,0,1,0,0,8,68.6,64.6,87,0,0,29.84,0.0,0.0,1,277.5166320800781,0,6,160
17548,17549,286.94329833984403,2016-05-02 09:00:00,2016-05-02,09:00 AM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,123,2,18,1,0,1,0,0,9,73.2,65.2,76,0,0,29.84,0.0,0.0,1,278.329833984375,0,10,612
17549,17550,283.18865966796903,2016-05-02 10:00:00,2016-05-02,10:00 AM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,123,2,18,1,0,1,0,0,10,76.3,64.6,67,2,6,29.83,0.0,0.0,1,280.9666442871094,0,17,1120
17550,17551,290.74090830485,2016-05-02 11:00:00,2016-05-02,11:00 AM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,123,2,18,1,0,1,0,0,11,81.1,63.9,56,0,6,29.82,0.0,0.0,1,280.3200988769531,0,26,1044
17551,17552,274.893595377604,2016-05-02 12:00:00,2016-05-02,12:00 PM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,123,2,18,1,0,1,0,0,12,81.2,61.9,52,3,7,29.83,0.0,0.0,1,296.41827392578125,0,35,1121
17552,17553,307.113698323568,2016-05-02 13:00:00,2016-05-02,01:00 PM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,123,2,18,1,0,1,0,0,13,84.7,61.7,46,0,9,29.81,0.0,0.0,1,286.7615966796875,0,36,1396
17553,17554,324.515151977539,2016-05-02 14:00:00,2016-05-02,02:00 PM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,123,2,18,1,0,1,0,0,14,84.7,60.4,44,0,12,29.81,0.0,0.0,1,293.2605895996094,0,43,1375
17554,17555,326.687484741211,2016-05-02 15:00:00,2016-05-02,03:00 PM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,123,2,18,1,0,1,0,0,15,83.4,59.2,44,0,6,29.79,0.0,0.0,1,350.60003662109375,0,67,1676
17555,17556,328.729242960612,2016-05-02 16:00:00,2016-05-02,04:00 PM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,123,2,18,1,0,1,0,0,16,84.0,59.8,44,0,10,29.76,0.0,0.0,1,328.74090576171875,0,48,1147
17556,17557,342.37825520833303,2016-05-02 17:00:00,2016-05-02,05:00 PM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,123,2,18,1,0,1,0,0,17,84.5,59.6,43,0,1,29.73,0.0,0.0,1,324.51416015625,0,31,659
17557,17558,357.295923868815,2016-05-02 18:00:00,2016-05-02,06:00 PM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,123,2,18,1,0,1,0,0,18,82.4,61.3,49,0,1,29.71,0.0,0.0,1,331.997314453125,0,40,1068
17558,17559,359.90345255533896,2016-05-02 19:00:00,2016-05-02,07:00 PM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,123,2,18,1,0,1,0,0,19,79.9,62.8,56,0,7,29.7,0.0,0.0,1,336.29742431640625,0,21,659
17559,17560,376.945358276367,2016-05-02 20:00:00,2016-05-02,08:00 PM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,123,2,18,1,0,1,0,0,20,78.1,62.6,59,0,4,29.72,0.0,0.0,1,321.0889587402344,0,8,118
17560,17561,341.720260620117,2016-05-02 21:00:00,2016-05-02,09:00 PM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,123,2,18,1,0,1,0,0,21,75.8,63.2,65,0,2,29.75,0.0,0.0,1,305.5992431640625,0,5,64
17561,17562,322.59272257487004,2016-05-02 22:00:00,2016-05-02,10:00 PM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,123,2,18,1,0,1,0,0,22,73.5,61.5,66,0,11,29.76,0.0,0.0,1,263.9652099609375,0,0,0
17562,17563,318.643534342448,2016-05-02 23:00:00,2016-05-02,11:00 PM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,123,2,18,1,0,1,0,0,23,68.1,62.1,81,4,5,29.75,0.0,0.0,1,260.20196533203125,0,0,0
17563,17564,302.920809427897,2016-05-03 00:00:00,2016-05-03,12:00 AM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,124,3,18,1,0,1,0,0,0,66.9,61.9,84,0,3,29.74,0.01,0.01,1,265.4732360839844,0,0,0
17564,17565,290.15225982666,2016-05-03 01:00:00,2016-05-03,01:00 AM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,124,3,18,1,0,1,0,0,1,66.4,62.1,86,0,0,29.72,0.0,0.0,1,269.0317687988281,0,0,0
17565,17566,276.644744873047,2016-05-03 02:00:00,2016-05-03,02:00 AM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,124,3,18,1,0,1,0,0,2,66.8,62.5,86,0,0,29.71,0.0,0.0,1,258.4932556152344,0,0,0
17566,17567,273.579607645671,2016-05-03 03:00:00,2016-05-03,03:00 AM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,124,3,18,1,0,1,0,0,3,66.0,61.4,85,0,1,29.69,0.0,0.0,1,263.94915771484375,0,0,0
17567,17568,271.130750020345,2016-05-03 04:00:00,2016-05-03,04:00 AM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,124,3,18,1,0,1,0,0,4,65.3,61.0,86,0,0,29.69,0.0,0.0,1,264.1321105957031,0,0,0
17568,17569,270.926727294922,2016-05-03 05:00:00,2016-05-03,05:00 AM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,124,3,18,1,0,1,0,0,5,64.7,61.1,88,0,0,29.69,0.0,0.0,1,263.7526550292969,0,0,0
17569,17570,265.752311706543,2016-05-03 06:00:00,2016-05-03,06:00 AM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,124,3,18,1,0,1,0,0,6,64.7,61.4,89,0,0,29.69,0.0,0.0,1,264.6172180175781,0,0,0
17570,17571,263.319056193034,2016-05-03 07:00:00,2016-05-03,07:00 AM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,124,3,18,1,0,1,0,0,7,64.8,61.8,90,0,0,29.71,0.0,0.0,1,267.173583984375,0,0,0
17571,17572,256.450182596842,2016-05-03 08:00:00,2016-05-03,08:00 AM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,124,3,18,1,0,1,0,0,8,65.5,62.5,90,0,0,29.72,0.0,0.0,1,272.80352783203125,0,3,114
17572,17573,266.587394714355,2016-05-03 09:00:00,2016-05-03,09:00 AM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,124,3,18,1,0,1,0,0,9,67.3,62.6,85,0,3,29.72,0.0,0.0,1,276.75872802734375,0,3,114
17573,17574,266.565315246582,2016-05-03 10:00:00,2016-05-03,10:00 AM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,124,3,18,1,0,1,0,0,10,70.3,62.0,75,2,4,29.73,0.0,0.0,1,290.0372619628906,0,21,670
17574,17575,273.759778340658,2016-05-03 11:00:00,2016-05-03,11:00 AM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,124,3,18,1,0,1,0,0,11,72.3,61.6,69,2,6,29.74,0.0,0.0,1,281.9142761230469,0,23,722
17575,17576,280.72987874348996,2016-05-03 12:00:00,2016-05-03,12:00 PM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,124,3,18,1,0,1,0,0,12,74.4,60.1,61,5,15,29.73,0.0,0.0,1,308.5224304199219,0,29,872
17576,17577,291.20082346598304,2016-05-03 13:00:00,2016-05-03,01:00 PM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,124,3,18,1,0,1,0,0,13,73.9,60.5,63,0,1,29.71,0.0,0.0,1,311.3180236816406,0,27,820
17577,17578,312.17365010579397,2016-05-03 14:00:00,2016-05-03,02:00 PM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,124,3,18,1,0,1,0,0,14,75.6,59.8,58,5,5,29.69,0.0,0.0,1,318.6766662597656,0,33,1155
17578,17579,280.6867090861,2016-05-03 15:00:00,2016-05-03,03:00 PM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,124,3,18,1,0,1,0,0,15,75.3,57.5,54,9,11,29.68,0.0,0.0,1,321.2575378417969,0,64,1979
17579,17580,303.86208597819,2016-05-03 16:00:00,2016-05-03,04:00 PM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,124,3,18,1,0,1,0,0,16,76.0,57.1,52,9,12,29.65,0.0,0.0,1,335.2251892089844,0,42,1037
17580,17581,289.275988260905,2016-05-03 17:00:00,2016-05-03,05:00 PM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,124,3,18,1,0,1,0,0,17,76.8,55.1,47,0,9,29.65,0.0,0.0,1,340.3570861816406,0,29,722
17581,17582,318.237889607747,2016-05-03 18:00:00,2016-05-03,06:00 PM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,124,3,18,1,0,1,0,0,18,77.0,54.1,45,0,0,29.65,0.0,0.0,1,330.27734375,0,34,1249
17582,17583,359.361897786458,2016-05-03 19:00:00,2016-05-03,07:00 PM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,124,3,18,1,0,1,0,0,19,74.0,53.1,48,4,11,29.64,0.0,0.0,1,330.7651062011719,0,9,596
17583,17584,355.139526367188,2016-05-03 20:00:00,2016-05-03,08:00 PM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,124,3,18,1,0,1,0,0,20,71.3,52.3,51,6,9,29.65,0.0,0.0,1,316.20361328125,0,5,105
17584,17585,348.851409912109,2016-05-03 21:00:00,2016-05-03,09:00 PM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,124,3,18,1,0,1,0,0,21,69.3,52.0,54,0,0,29.66,0.0,0.0,1,310.7579040527344,0,5,105
17585,17586,327.178001403809,2016-05-03 22:00:00,2016-05-03,10:00 PM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,124,3,18,1,0,1,0,0,22,67.3,52.0,58,0,3,29.67,0.0,0.0,1,262.3434143066406,0,0,0
17586,17587,327.363616943359,2016-05-03 23:00:00,2016-05-03,11:00 PM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,124,3,18,1,0,1,0,0,23,65.3,51.5,61,0,0,29.67,0.0,0.0,1,262.5986328125,0,0,0
17587,17588,314.41514587402304,2016-05-04 00:00:00,2016-05-04,12:00 AM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,125,4,18,1,0,1,0,0,0,63.4,51.4,65,0,0,29.67,0.0,0.0,1,267.6246337890625,0,0,0
17588,17589,302.755666097005,2016-05-04 01:00:00,2016-05-04,01:00 AM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,125,4,18,1,0,1,0,0,1,62.0,51.3,68,0,2,29.66,0.0,0.0,1,266.2757263183594,0,0,0
17589,17590,290.767817179362,2016-05-04 02:00:00,2016-05-04,02:00 AM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,125,4,18,1,0,1,0,0,2,60.9,49.5,66,9,10,29.66,0.0,0.0,1,266.55706787109375,0,0,0
17590,17591,286.870643615723,2016-05-04 03:00:00,2016-05-04,03:00 AM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,125,4,18,1,0,1,0,0,3,59.8,48.4,66,8,8,29.65,0.0,0.0,1,266.1730041503906,0,0,0
17591,17592,286.256383260091,2016-05-04 04:00:00,2016-05-04,04:00 AM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,125,4,18,1,0,1,0,0,4,58.7,48.2,68,0,0,29.65,0.0,0.0,1,267.4085388183594,0,0,0
17592,17593,291.191129048665,2016-05-04 05:00:00,2016-05-04,05:00 AM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,125,4,18,1,0,1,0,0,5,57.2,49.0,74,0,0,29.65,0.0,0.0,1,268.70416259765625,0,0,0
17593,17594,286.021519978841,2016-05-04 06:00:00,2016-05-04,06:00 AM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,125,4,18,1,0,1,0,0,6,56.2,48.8,76,4,4,29.65,0.0,0.0,1,269.4801025390625,0,0,0
17594,17595,279.075063069661,2016-05-04 07:00:00,2016-05-04,07:00 AM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,125,4,18,1,0,1,0,0,7,55.7,48.6,77,5,5,29.66,0.0,0.0,1,270.7702331542969,0,0,0
17595,17596,277.728609720866,2016-05-04 08:00:00,2016-05-04,08:00 AM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,125,4,18,1,0,1,0,0,8,56.7,48.9,75,4,11,29.66,0.0,0.0,1,278.1975402832031,0,7,171
17596,17597,275.637669881185,2016-05-04 09:00:00,2016-05-04,09:00 AM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,125,4,18,1,0,1,0,0,9,58.6,47.3,66,3,14,29.65,0.0,0.0,1,284.02203369140625,0,13,649
17597,17598,270.763394673665,2016-05-04 10:00:00,2016-05-04,10:00 AM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,125,4,18,1,0,1,0,0,10,61.3,45.0,55,4,12,29.65,0.0,0.0,1,281.49908447265625,0,19,1144
17598,17599,274.409662882487,2016-05-04 11:00:00,2016-05-04,11:00 AM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,125,4,18,1,0,1,0,0,11,62.4,43.0,49,11,19,29.64,0.0,0.0,1,284.4468688964844,0,29,1083
17599,17600,268.689646402995,2016-05-04 12:00:00,2016-05-04,12:00 PM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,125,4,18,1,0,1,0,0,12,65.0,41.4,42,2,19,29.64,0.0,0.0,1,276.52874755859375,0,37,1182
17600,17601,280.935877482096,2016-05-04 13:00:00,2016-05-04,01:00 PM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,125,4,18,1,0,1,0,0,13,66.9,39.8,37,1,3,29.63,0.0,0.0,1,284.7885437011719,0,37,1457
17601,17602,292.201449076335,2016-05-04 14:00:00,2016-05-04,02:00 PM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,125,4,18,1,0,1,0,0,14,68.3,41.0,37,1,14,29.6,0.0,0.0,1,291.4146423339844,0,46,1407
17602,17603,292.398981730143,2016-05-04 15:00:00,2016-05-04,03:00 PM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,125,4,18,1,0,1,0,0,15,70.4,40.0,33,1,4,29.58,0.0,0.0,1,315.8885192871094,0,70,1646
17603,17604,303.188954671224,2016-05-04 16:00:00,2016-05-04,04:00 PM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,125,4,18,1,0,1,0,0,16,69.6,41.5,36,2,12,29.56,0.0,0.0,1,314.8360900878906,0,45,1059
17604,17605,289.193733215332,2016-05-04 17:00:00,2016-05-04,05:00 PM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,125,4,18,1,0,1,0,0,17,69.4,39.8,34,0,3,29.55,0.0,0.0,1,318.9696960449219,0,27,517
17605,17606,302.938776652018,2016-05-04 18:00:00,2016-05-04,06:00 PM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,125,4,18,1,0,1,0,0,18,69.6,40.0,34,1,2,29.54,0.0,0.0,1,322.4847717285156,0,29,570
17606,17607,340.850512186686,2016-05-04 19:00:00,2016-05-04,07:00 PM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,125,4,18,1,0,1,0,0,19,68.1,40.9,37,1,1,29.53,0.0,0.0,1,309.246826171875,0,13,284
17607,17608,334.024729410807,2016-05-04 20:00:00,2016-05-04,08:00 PM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,125,4,18,1,0,1,0,0,20,66.4,42.0,41,0,0,29.52,0.0,0.0,1,304.63189697265625,0,4,104
17608,17609,322.576639811198,2016-05-04 21:00:00,2016-05-04,09:00 PM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,125,4,18,1,0,1,0,0,21,62.3,49.1,62,13,18,29.59,0.0,0.0,1,309.1893615722656,0,4,104
17609,17610,329.087181091309,2016-05-04 22:00:00,2016-05-04,10:00 PM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,125,4,18,1,0,1,0,0,22,57.2,51.4,81,0,0,29.59,0.01,0.01,1,272.2236633300781,0,0,0
17610,17611,321.883527119954,2016-05-04 23:00:00,2016-05-04,11:00 PM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,125,4,18,1,0,1,0,0,23,56.9,52.1,84,0,0,29.61,0.0,0.01,1,271.9194641113281,0,0,0
17611,17612,308.216128031413,2016-05-05 00:00:00,2016-05-05,12:00 AM,2016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,126,5,18,1,0,1,0,0,0,56.3,51.2,83,1,15,29.59,0.0,0.01,1,273.25909423828125,0,0,0
