,index,power,Date.Time,Date,Time,year,month.April,month.August,month.December,month.February,month.January,month.July,month.June,month.March,month.May,month.November,month.October,month.September,day.of.week.Friday,day.of.week.Monday,day.of.week.Saturday,day.of.week.Sunday,day.of.week.Thursday,day.of.week.Tuesday,day.of.week.Wednesday,day.of.year,day.of.month,week,week.of.month,quarter.Q1,quarter.Q2,quarter.Q3,quarter.Q4,hour,Temperature,Dew.Point,Humidity,Speed,Gust,Pressure,Precip.Rate,Precip.Gauge,holiday.No,predict_pow,holiday.Yes,num.classes,num.students
18316,18317,266.233172098796,2016-06-03 09:00:00,2016-06-03,09:00 AM,2016,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,155,3,23,1,0,1,0,0,9,79.9,66.2,63,0,0,29.88,0.0,0.0,1,289.2345886230469,0,4,84
18317,18318,266.924799601237,2016-06-03 10:00:00,2016-06-03,10:00 AM,2016,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,155,3,23,1,0,1,0,0,10,85.7,66.6,53,0,0,29.88,0.0,0.0,1,288.7928161621094,0,4,84
18318,18319,252.799489339193,2016-06-03 11:00:00,2016-06-03,11:00 AM,2016,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,155,3,23,1,0,1,0,0,11,88.0,64.0,45,0,6,29.87,0.0,0.0,1,284.75439453125,0,7,261
18319,18320,247.09966532389302,2016-06-03 12:00:00,2016-06-03,12:00 PM,2016,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,155,3,23,1,0,1,0,0,12,91.6,62.4,38,4,6,29.86,0.0,0.0,1,285.2562255859375,0,9,279
18320,18321,234.952011108398,2016-06-03 13:00:00,2016-06-03,01:00 PM,2016,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,155,3,23,1,0,1,0,0,13,92.5,58.4,32,3,7,29.85,0.0,0.0,1,277.5647277832031,0,6,121
18321,18322,228.31916809082,2016-06-03 14:00:00,2016-06-03,02:00 PM,2016,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,155,3,23,1,0,1,0,0,14,94.3,57.2,29,3,4,29.83,0.0,0.0,1,271.1868896484375,0,2,14
18322,18323,225.413233439128,2016-06-03 15:00:00,2016-06-03,03:00 PM,2016,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,155,3,23,1,0,1,0,0,15,95.6,54.2,25,4,4,29.82,0.0,0.0,1,271.792236328125,0,3,69
18323,18324,230.353197733561,2016-06-03 16:00:00,2016-06-03,04:00 PM,2016,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,155,3,23,1,0,1,0,0,16,97.1,54.3,24,0,3,29.8,0.0,0.0,1,272.5067443847656,0,2,59
18324,18325,254.16709391276,2016-06-03 17:00:00,2016-06-03,05:00 PM,2016,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,155,3,23,1,0,1,0,0,17,95.1,54.9,26,0,5,29.79,0.0,0.0,1,271.9482727050781,0,1,55
18325,18326,261.557484944661,2016-06-03 18:00:00,2016-06-03,06:00 PM,2016,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,155,3,23,1,0,1,0,0,18,91.6,54.9,29,0,0,29.78,0.0,0.0,1,260.6019287109375,0,0,0
18326,18327,259.427393595378,2016-06-03 19:00:00,2016-06-03,07:00 PM,2016,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,155,3,23,1,0,1,0,0,19,89.9,57.8,34,0,0,29.78,0.0,0.0,1,269.5519714355469,0,0,0
18327,18328,269.775807698568,2016-06-03 20:00:00,2016-06-03,08:00 PM,2016,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,155,3,23,1,0,1,0,0,20,88.2,60.1,39,0,1,29.77,0.0,0.0,1,269.331787109375,0,0,0
18328,18329,263.092864990234,2016-06-03 21:00:00,2016-06-03,09:00 PM,2016,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,155,3,23,1,0,1,0,0,21,87.0,60.5,41,1,1,29.79,0.0,0.0,1,266.1177062988281,0,0,0
18329,18330,258.486302693685,2016-06-03 22:00:00,2016-06-03,10:00 PM,2016,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,155,3,23,1,0,1,0,0,22,85.1,62.0,46,0,0,29.81,0.0,0.0,1,261.59063720703125,0,0,0
18330,18331,258.389068603516,2016-06-03 23:00:00,2016-06-03,11:00 PM,2016,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,155,3,23,1,0,1,0,0,23,83.4,62.8,50,0,0,29.82,0.0,0.0,1,261.44012451171875,0,0,0
18331,18332,251.529891967773,2016-06-04 00:00:00,2016-06-04,12:00 AM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,156,4,23,1,0,1,0,0,0,83.0,63.6,52,0,0,29.82,0.0,0.0,1,255.92788696289062,0,0,0
18332,18333,247.686805725098,2016-06-04 01:00:00,2016-06-04,01:00 AM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,156,4,23,1,0,1,0,0,1,82.0,63.2,53,0,1,29.82,0.0,0.0,1,250.77883911132812,0,0,0
18333,18334,243.572125752767,2016-06-04 02:00:00,2016-06-04,02:00 AM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,156,4,23,1,0,1,0,0,2,81.2,63.5,55,0,0,29.81,0.0,0.0,1,247.17376708984375,0,0,0
18334,18335,246.10708872477198,2016-06-04 03:00:00,2016-06-04,03:00 AM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,156,4,23,1,0,1,0,0,3,79.2,65.1,62,0,0,29.8,0.0,0.0,1,240.24069213867188,0,0,0
18335,18336,244.805356343587,2016-06-04 04:00:00,2016-06-04,04:00 AM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,156,4,23,1,0,1,0,0,4,78.5,65.3,64,0,0,29.79,0.0,0.0,1,240.44024658203125,0,0,0
18336,18337,253.614641825358,2016-06-04 05:00:00,2016-06-04,05:00 AM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,156,4,23,1,0,1,0,0,5,77.9,65.2,65,0,0,29.79,0.0,0.0,1,240.44024658203125,0,0,0
18337,18338,247.245109558105,2016-06-04 06:00:00,2016-06-04,06:00 AM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,156,4,23,1,0,1,0,0,6,77.2,65.0,66,3,9,29.8,0.0,0.0,1,238.82818603515625,0,0,0
18338,18339,227.752471923828,2016-06-04 07:00:00,2016-06-04,07:00 AM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,156,4,23,1,0,1,0,0,7,76.5,64.7,67,0,0,29.81,0.0,0.0,1,223.6156005859375,0,0,0
18339,18340,218.871266682943,2016-06-04 08:00:00,2016-06-04,08:00 AM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,156,4,23,1,0,1,0,0,8,77.7,66.3,68,0,0,29.8,0.0,0.0,1,220.97232055664062,0,0,0
18340,18341,226.964177449544,2016-06-04 09:00:00,2016-06-04,09:00 AM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,156,4,23,1,0,1,0,0,9,81.2,66.5,61,0,2,29.81,0.0,0.0,1,210.16676330566406,0,0,0
18341,18342,207.54075368245398,2016-06-04 10:00:00,2016-06-04,10:00 AM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,156,4,23,1,0,1,0,0,10,84.3,66.4,55,0,4,29.81,0.0,0.0,1,210.00880432128906,0,0,0
18342,18343,223.988911946615,2016-06-04 11:00:00,2016-06-04,11:00 AM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,156,4,23,1,0,1,0,0,11,88.6,65.8,47,6,9,29.8,0.0,0.0,1,206.17813110351562,0,0,0
18343,18344,208.71590677897098,2016-06-04 12:00:00,2016-06-04,12:00 PM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,156,4,23,1,0,1,0,0,12,87.2,66.9,51,0,9,29.79,0.0,0.0,1,206.01760864257812,0,0,0
18344,18345,209.689768473307,2016-06-04 13:00:00,2016-06-04,01:00 PM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,156,4,23,1,0,1,0,0,13,88.2,64.8,46,4,7,29.78,0.0,0.0,1,210.02293395996094,0,0,0
18345,18346,215.051045735677,2016-06-04 14:00:00,2016-06-04,02:00 PM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,156,4,23,1,0,1,0,0,14,88.4,65.6,47,4,13,29.76,0.0,0.0,1,207.85752868652344,0,0,0
18346,18347,216.039204915365,2016-06-04 15:00:00,2016-06-04,03:00 PM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,156,4,23,1,0,1,0,0,15,84.9,72.3,66,0,0,29.75,0.01,0.01,1,225.0001220703125,0,0,0
18347,18348,231.36982218424498,2016-06-04 16:00:00,2016-06-04,04:00 PM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,156,4,23,1,0,1,0,0,16,87.8,65.7,48,5,9,29.72,0.0,0.01,1,231.08908081054688,0,0,0
18348,18349,231.71800994872999,2016-06-04 17:00:00,2016-06-04,05:00 PM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,156,4,23,1,0,1,0,0,17,85.9,64.5,49,0,4,29.71,0.0,0.01,1,247.17324829101562,0,0,0
18349,18350,248.606470743815,2016-06-04 18:00:00,2016-06-04,06:00 PM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,156,4,23,1,0,1,0,0,18,86.1,65.9,51,0,13,29.71,0.0,0.01,1,253.35304260253906,0,0,0
18350,18351,265.478998819987,2016-06-04 19:00:00,2016-06-04,07:00 PM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,156,4,23,1,0,1,0,0,19,85.3,65.1,51,0,10,29.7,0.0,0.01,1,264.8892517089844,0,0,0
18351,18352,269.436106363932,2016-06-04 20:00:00,2016-06-04,08:00 PM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,156,4,23,1,0,1,0,0,20,83.0,64.7,54,0,6,29.71,0.0,0.01,1,264.3836975097656,0,0,0
18352,18353,267.384508768717,2016-06-04 21:00:00,2016-06-04,09:00 PM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,156,4,23,1,0,1,0,0,21,81.4,65.2,58,0,10,29.73,0.0,0.01,1,264.65069580078125,0,0,0
18353,18354,267.344668070475,2016-06-04 22:00:00,2016-06-04,10:00 PM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,156,4,23,1,0,1,0,0,22,80.3,65.6,61,0,2,29.74,0.0,0.01,1,262.0880126953125,0,0,0
18354,18355,263.007199605306,2016-06-04 23:00:00,2016-06-04,11:00 PM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,156,4,23,1,0,1,0,0,23,77.0,63.9,64,0,1,29.74,0.0,0.01,1,260.8892822265625,0,0,0
18355,18356,256.337064107259,2016-06-05 00:00:00,2016-06-05,12:00 AM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,157,5,23,1,0,1,0,0,0,75.4,64.9,70,0,0,29.75,0.0,0.01,1,258.8900451660156,0,0,0
18356,18357,248.629564921061,2016-06-05 01:00:00,2016-06-05,01:00 AM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,157,5,23,1,0,1,0,0,1,72.5,67.1,83,0,5,29.75,0.14,0.01,1,256.3367919921875,0,0,0
18357,18358,241.360562642415,2016-06-05 02:00:00,2016-06-05,02:00 AM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,157,5,23,1,0,1,0,0,2,71.1,67.0,87,0,3,29.73,0.07,0.03,1,248.99758911132812,0,0,0
18358,18359,244.07426961262996,2016-06-05 03:00:00,2016-06-05,03:00 AM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,157,5,23,1,0,1,0,0,3,70.8,67.4,89,0,1,29.71,0.0,0.03,1,241.578369140625,0,0,0
18359,18360,241.565086364746,2016-06-05 04:00:00,2016-06-05,04:00 AM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,157,5,23,1,0,1,0,0,4,70.3,67.2,90,0,3,29.7,0.0,0.03,1,240.40478515625,0,0,0
18360,18361,237.82321929931598,2016-06-05 05:00:00,2016-06-05,05:00 AM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,157,5,23,1,0,1,0,0,5,70.4,67.3,90,0,0,29.7,0.01,0.04,1,239.70217895507812,0,0,0
18361,18362,238.673360188802,2016-06-05 06:00:00,2016-06-05,06:00 AM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,157,5,23,1,0,1,0,0,6,70.6,67.5,90,0,0,29.7,0.0,0.04,1,238.63612365722656,0,0,0
18362,18363,217.496340433757,2016-06-05 07:00:00,2016-06-05,07:00 AM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,157,5,23,1,0,1,0,0,7,70.6,67.5,90,1,3,29.71,0.0,0.04,1,232.1748046875,0,0,0
18363,18364,211.88853963216098,2016-06-05 08:00:00,2016-06-05,08:00 AM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,157,5,23,1,0,1,0,0,8,71.5,68.1,89,0,5,29.72,0.0,0.04,1,227.2622528076172,0,0,0
18364,18365,209.587343851725,2016-06-05 09:00:00,2016-06-05,09:00 AM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,157,5,23,1,0,1,0,0,9,72.7,68.9,88,0,5,29.73,0.0,0.04,1,232.01060485839844,0,0,0
18365,18366,216.32992299397802,2016-06-05 10:00:00,2016-06-05,10:00 AM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,157,5,23,1,0,1,0,0,10,74.0,69.2,85,0,5,29.74,0.0,0.04,1,232.82943725585938,0,0,0
18366,18367,217.318748474121,2016-06-05 11:00:00,2016-06-05,11:00 AM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,157,5,23,1,0,1,0,0,11,75.4,69.2,81,0,7,29.74,0.0,0.04,1,229.66522216796875,0,0,0
18367,18368,222.93748219807898,2016-06-05 12:00:00,2016-06-05,12:00 PM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,157,5,23,1,0,1,0,0,12,75.4,68.8,80,3,7,29.74,0.0,0.04,1,231.8424835205078,0,0,0
18368,18369,209.54615783691398,2016-06-05 13:00:00,2016-06-05,01:00 PM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,157,5,23,1,0,1,0,0,13,77.9,68.2,72,0,10,29.73,0.0,0.04,1,233.5446014404297,0,0,0
18369,18370,215.174115498861,2016-06-05 14:00:00,2016-06-05,02:00 PM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,157,5,23,1,0,1,0,0,14,82.8,67.5,60,2,11,29.72,0.0,0.04,1,236.10003662109375,0,0,0
18370,18371,218.268338521322,2016-06-05 15:00:00,2016-06-05,03:00 PM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,157,5,23,1,0,1,0,0,15,82.6,67.3,60,4,7,29.7,0.0,0.04,1,239.2042236328125,0,0,0
18371,18372,228.55794016520198,2016-06-05 16:00:00,2016-06-05,04:00 PM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,157,5,23,1,0,1,0,0,16,83.6,66.8,57,2,11,29.69,0.0,0.04,1,246.25759887695312,0,0,0
18372,18373,232.74816894531202,2016-06-05 17:00:00,2016-06-05,05:00 PM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,157,5,23,1,0,1,0,0,17,83.4,67.1,58,3,12,29.67,0.0,0.04,1,258.0956115722656,0,0,0
18373,18374,250.216242472331,2016-06-05 18:00:00,2016-06-05,06:00 PM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,157,5,23,1,0,1,0,0,18,83.0,67.2,59,0,6,29.66,0.0,0.04,1,267.5559387207031,0,0,0
18374,18375,259.146608988444,2016-06-05 19:00:00,2016-06-05,07:00 PM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,157,5,23,1,0,1,0,0,19,82.4,66.7,59,1,7,29.67,0.0,0.04,1,275.00372314453125,0,0,0
18375,18376,266.578409830729,2016-06-05 20:00:00,2016-06-05,08:00 PM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,157,5,23,1,0,1,0,0,20,81.2,67.4,63,0,1,29.68,0.0,0.04,1,275.94561767578125,0,0,0
18376,18377,262.124387105306,2016-06-05 21:00:00,2016-06-05,09:00 PM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,157,5,23,1,0,1,0,0,21,78.1,67.9,71,0,1,29.68,0.0,0.04,1,272.29754638671875,0,0,0
18377,18378,262.215843200684,2016-06-05 22:00:00,2016-06-05,10:00 PM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,157,5,23,1,0,1,0,0,22,77.2,67.9,73,3,5,29.69,0.0,0.04,1,270.1250915527344,0,0,0
18378,18379,262.273648579915,2016-06-05 23:00:00,2016-06-05,11:00 PM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,157,5,23,1,0,1,0,0,23,76.8,68.3,75,0,4,29.71,0.0,0.04,1,269.873779296875,0,0,0
18379,18380,256.745943705241,2016-06-06 00:00:00,2016-06-06,12:00 AM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,158,6,23,1,0,1,0,0,0,76.3,68.6,77,0,2,29.72,0.0,0.04,1,271.38677978515625,0,0,0
18380,18381,259.445579528809,2016-06-06 01:00:00,2016-06-06,01:00 AM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,158,6,23,1,0,1,0,0,1,75.4,68.4,79,0,1,29.72,0.0,0.0,1,265.8594665527344,0,0,0
18381,18382,249.156260172526,2016-06-06 02:00:00,2016-06-06,02:00 AM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,158,6,23,1,0,1,0,0,2,74.0,67.8,81,0,0,29.71,0.0,0.0,1,262.2779541015625,0,0,0
18382,18383,242.121795654297,2016-06-06 03:00:00,2016-06-06,03:00 AM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,158,6,23,1,0,1,0,0,3,73.0,67.9,84,0,0,29.7,0.0,0.0,1,258.59930419921875,0,0,0
18383,18384,237.320897420247,2016-06-06 04:00:00,2016-06-06,04:00 AM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,158,6,23,1,0,1,0,0,4,72.3,67.5,85,0,0,29.7,0.0,0.0,1,258.71044921875,0,0,0
18384,18385,243.472384134928,2016-06-06 05:00:00,2016-06-06,05:00 AM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,158,6,23,1,0,1,0,0,5,72.3,67.9,86,0,0,29.69,0.0,0.0,1,259.7779541015625,0,0,0
18385,18386,242.11526743571,2016-06-06 06:00:00,2016-06-06,06:00 AM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,158,6,23,1,0,1,0,0,6,72.5,68.1,86,0,0,29.68,0.0,0.0,1,260.7571105957031,0,0,0
18386,18387,248.983464558919,2016-06-06 07:00:00,2016-06-06,07:00 AM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,158,6,23,1,0,1,0,0,7,72.1,67.7,86,0,0,29.68,0.0,0.0,1,267.15655517578125,0,0,0
18387,18388,263.04419708252004,2016-06-06 08:00:00,2016-06-06,08:00 AM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,158,6,23,1,0,1,0,0,8,74.0,68.9,84,0,0,29.68,0.0,0.0,1,281.10467529296875,0,1,42
18388,18389,272.388943990072,2016-06-06 09:00:00,2016-06-06,09:00 AM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,158,6,23,1,0,1,0,0,9,76.7,68.6,76,0,0,29.69,0.0,0.0,1,286.5159606933594,0,3,78
18389,18390,295.47358194987004,2016-06-06 10:00:00,2016-06-06,10:00 AM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,158,6,23,1,0,1,0,0,10,78.6,68.8,72,0,0,29.69,0.0,0.0,1,293.8111267089844,0,4,108
18390,18391,293.439168294271,2016-06-06 11:00:00,2016-06-06,11:00 AM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,158,6,23,1,0,1,0,0,11,79.4,68.3,69,0,4,29.68,0.0,0.0,1,296.7700500488281,0,8,291
18391,18392,304.165771484375,2016-06-06 12:00:00,2016-06-06,12:00 PM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,158,6,23,1,0,1,0,0,12,80.3,67.9,66,1,5,29.69,0.0,0.0,1,303.2953186035156,0,12,389
18392,18393,294.34570058186796,2016-06-06 13:00:00,2016-06-06,01:00 PM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,158,6,23,1,0,1,0,0,13,80.3,68.3,67,0,0,29.67,0.0,0.0,1,295.4844055175781,0,8,201
18393,18394,304.145924886068,2016-06-06 14:00:00,2016-06-06,02:00 PM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,158,6,23,1,0,1,0,0,14,81.4,67.6,63,5,6,29.65,0.0,0.0,1,287.9286193847656,0,3,90
18394,18395,293.756876627604,2016-06-06 15:00:00,2016-06-06,03:00 PM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,158,6,23,1,0,1,0,0,15,81.2,68.3,65,0,1,29.63,0.0,0.0,1,286.02569580078125,0,3,77
18395,18396,277.15374247233103,2016-06-06 16:00:00,2016-06-06,04:00 PM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,158,6,23,1,0,1,0,0,16,79.8,69.2,70,6,7,29.62,0.0,0.0,1,283.1894226074219,0,2,67
18396,18397,261.017585754395,2016-06-06 17:00:00,2016-06-06,05:00 PM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,158,6,23,1,0,1,0,0,17,77.7,68.0,72,7,9,29.62,0.0,0.0,1,279.5947570800781,0,1,55
18397,18398,260.72046661377004,2016-06-06 18:00:00,2016-06-06,06:00 PM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,158,6,23,1,0,1,0,0,18,77.4,67.7,72,7,7,29.59,0.0,0.0,1,273.16900634765625,0,0,0
18398,18399,294.637451171875,2016-06-06 19:00:00,2016-06-06,07:00 PM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,158,6,23,1,0,1,0,0,19,77.9,68.6,73,5,5,29.58,0.0,0.0,1,276.32525634765625,0,0,0
18399,18400,277.625312805176,2016-06-06 20:00:00,2016-06-06,08:00 PM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,158,6,23,1,0,1,0,0,20,77.7,68.4,73,0,5,29.58,0.0,0.0,1,276.438232421875,0,0,0
18400,18401,266.402786254883,2016-06-06 21:00:00,2016-06-06,09:00 PM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,158,6,23,1,0,1,0,0,21,77.4,69.2,76,0,0,29.59,0.0,0.0,1,276.9422302246094,0,0,0
18401,18402,256.505938212077,2016-06-06 22:00:00,2016-06-06,10:00 PM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,158,6,23,1,0,1,0,0,22,76.1,70.2,82,0,1,29.59,0.0,0.0,1,274.96185302734375,0,0,0
18402,18403,258.288505554199,2016-06-06 23:00:00,2016-06-06,11:00 PM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,158,6,23,1,0,1,0,0,23,74.6,70.5,87,0,0,29.6,0.0,0.0,1,272.9054870605469,0,0,0
18403,18404,252.155820210775,2016-06-07 00:00:00,2016-06-07,12:00 AM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,159,7,23,1,0,1,0,0,0,73.9,70.1,88,0,0,29.61,0.0,0.0,1,275.1580810546875,0,0,0
18404,18405,250.85998789469397,2016-06-07 01:00:00,2016-06-07,01:00 AM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,159,7,23,1,0,1,0,0,1,73.3,69.9,89,0,0,29.6,0.0,0.0,1,269.9433288574219,0,0,0
18405,18406,242.901547749837,2016-06-07 02:00:00,2016-06-07,02:00 AM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,159,7,23,1,0,1,0,0,2,72.7,69.3,89,0,0,29.59,0.0,0.0,1,266.9382629394531,0,0,0
18406,18407,230.430755615234,2016-06-07 03:00:00,2016-06-07,03:00 AM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,159,7,23,1,0,1,0,0,3,72.1,69.0,90,0,0,29.59,0.0,0.0,1,263.86016845703125,0,0,0
18407,18408,239.99552663167302,2016-06-07 04:00:00,2016-06-07,04:00 AM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,159,7,23,1,0,1,0,0,4,71.5,68.7,91,0,0,29.57,0.0,0.0,1,262.4033203125,0,0,0
18408,18409,249.04833984375,2016-06-07 05:00:00,2016-06-07,05:00 AM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,159,7,23,1,0,1,0,0,5,70.6,68.2,92,0,0,29.56,0.0,0.0,1,263.18634033203125,0,0,0
18409,18410,239.47075907389302,2016-06-07 06:00:00,2016-06-07,06:00 AM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,159,7,23,1,0,1,0,0,6,69.9,67.5,92,0,6,29.58,0.0,0.0,1,265.2804260253906,0,0,0
18410,18411,248.948694864909,2016-06-07 07:00:00,2016-06-07,07:00 AM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,159,7,23,1,0,1,0,0,7,69.1,66.7,92,0,4,29.59,0.0,0.0,1,268.194580078125,0,0,0
18411,18412,256.497840881348,2016-06-07 08:00:00,2016-06-07,08:00 AM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,159,7,23,1,0,1,0,0,8,69.6,66.9,91,0,10,29.59,0.0,0.0,1,267.1307373046875,0,0,0
18412,18413,273.200419108073,2016-06-07 09:00:00,2016-06-07,09:00 AM,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,159,7,23,1,0,1,0,0,9,74.2,64.2,71,2,12,29.61,0.0,0.0,1,266.87042236328125,0,0,0
